ticker,mp_weight,bm_weight_approx,sector
CASY,0.0,0.0426853717230698,Consumer Staples
CAT,0.61,0.5034280166008979,Industrials
CB,0.0,0.1801688685842274,Financials
CBOE,0.0,0.0434472342872646,Financials
CBRE,0.0,0.0594100693607134,Real Estate
CCI,0.0,0.0450847682381927,Real Estate
CCL,0.0,0.0475517387416979,Consumer Discretionary
CDNS,0.0,0.1174857170024163,Information Technology
CDW,0.0,0.0223704236122771,Information Technology
CEG,0.9,0.1308221795283894,Utilities
CF,0.0,0.0264119435452071,Materials
CFG,0.0,0.0399431355329946,Financials
CHD,0.0,0.0328418654614269,Consumer Staples
CHRW,0.0,0.0225423440183011,Industrials
CHTR,0.0,0.0273546634616262,Communication Services
CI,0.0,0.1000713741844948,Health Care
CIEN,0.0,0.0710981790177526,Information Technology
CINF,0.0,0.035483824773187,Financials
CL,0.0,0.0996285839687337,Consumer Staples
CLX,0.0,0.0175011237044503,Consumer Staples
CMCSA,0.0,0.1294797708371905,Communication Services
CME,0.0,0.1355534760062714,Financials
CMG,0.0,0.0649682497681359,Consumer Discretionary
CMI,0.0,0.1062635564617977,Industrials
CMS,0.0,0.0289722687000929,Utilities
CNC,0.0,0.0437937687665256,Health Care
CNP,0.0,0.0347802577030214,Utilities
COF,0.0,0.1791658287750112,Financials
COHR,0.0,0.0728525971073805,Information Technology
COIN,0.0,0.0639450102203938,Financials
COO,0.0,0.0199630581011845,Health Care
COP,0.0,0.2163281815741771,Energy
COR,0.0,0.083431839573709,Health Care
COST,1.2,0.5817360973618092,Consumer Staples
CPAY,0.0,0.0367003059049605,Financials
CPRT,0.0,0.0415814659686839,Industrials
CPT,0.0,0.0148188617106613,Real Estate
CRH,0.0,0.0860562845174399,Materials
CRL,0.0,0.0194210128859944,Health Care
CRM,0.0,0.2312117383126778,Information Technology
CRWD,0.0,0.2621914555893863,Information Technology
CSCO,0.0,0.5866906750677354,Information Technology
CSGP,0.0,0.0179690474393413,Real Estate
CSX,0.0,0.1286791819670566,Industrials
CTAS,0.0,0.1120747645906359,Industrials
CTSH,0.0,0.0378343646918148,Information Technology
CTVA,0.0,0.0746090064089112,Materials
CVNA,0.0,0.1453441432476135,Consumer Discretionary
CVS,0.0,0.1625366429349762,Health Care
CVX,0.0,0.5379658968006119,Energy
D,0.0,0.0791121376584428,Utilities
DAL,0.0,0.0732454632158208,Industrials
DASH,0.0,0.1347753657060634,Consumer Discretionary
DD,0.0,0.024922995485816,Industrials
DDOG,0.0,0.1094728590594169,Information Technology
DE,0.0,0.236440505897632,Industrials
DECK,0.0,0.0169332217730296,Consumer Discretionary
DELL,0.0,0.3779737903694748,Information Technology
DG,0.0,0.0373326899151698,Consumer Staples
DGX,0.0,0.0363477618375537,Health Care
DHI,0.0,0.0562662942281319,Consumer Discretionary
DHR,0.0,0.2042030949339043,Health Care
DIS,0.0,0.2579069206887829,Communication Services
DLR,0.0,0.0959132369905715,Real Estate
DLTR,0.0,0.0354877380576905,Consumer Staples
DOC,0.0,0.0207073952350618,Real Estate
DOV,0.0,0.0370321800865865,Industrials
DOW,0.0,0.0306675920453583,Materials
DPZ,0.0,0.0155912597217229,Consumer Discretionary
DRI,0.0,0.0345838025242245,Consumer Discretionary
DTE,0.0,0.0381201008343075,Utilities
DUK,0.0,0.1284212315273254,Utilities
DVA,0.0,0.0152061897609968,Health Care
DVN,0.0,0.0716415475591865,Energy
DXCM,0.0,0.0464022895461775,Health Care
EBAY,0.0,0.0643462726056913,Consumer Discretionary
ECHO,0.0,0.0334686464225872,Communication Services
ECL,0.0,0.1086360854440921,Materials
ED,0.0,0.0537912454885596,Utilities
EFX,0.0,0.0308778363665827,Industrials
EG,0.0,0.019509112950409,Financials
EIX,0.0,0.0384380641883341,Utilities
EL,0.0,0.0508736996838673,Consumer Staples
ELV,0.0,0.1179123341526107,Health Care
EME,0.0,0.0455612652465545,Industrials
EMR,0.0,0.1186880771231118,Industrials
EOG,0.0,0.1063955738109594,Energy
EQIX,0.0,0.1405990410338713,Real Estate
EQT,0.0,0.0454354704345894,Energy
ERIE,0.0,0.0189689497070244,Financials
ES,0.0,0.0362415196202461,Utilities
ESS,0.0,0.0273307993400844,Real Estate
ETN,0.0,0.2143418813273135,Industrials
ETR,0.0,0.0666612887508571,Utilities
EVRG,0.0,0.0253409868166699,Utilities
EW,0.0,0.0704413335224307,Health Care
EXC,0.0,0.0616871916371384,Utilities
EXE,0.0,0.0301144333787352,Energy
EXPD,0.0,0.0329709927877572,Industrials
EXPE,0.0,0.0549637042438467,Consumer Discretionary
EXR,0.0,0.043587127985731,Real Estate
F,0.0,0.075009676961782,Consumer Discretionary
FANG,0.0,0.0777439980845433,Energy
FAST,0.0,0.079461147324722,Industrials
FCX,0.0,0.1508670460174897,Materials
FDS,0.0,0.0146630908628414,Financials
FDX,0.0,0.1067604744544525,Industrials
FDXF,0.0,0.0265041809054644,Industrials
FE,0.0,0.036388963330511,Utilities
FERG,0.0,0.0617688036694361,Industrials
FFIV,0.0,0.0289844482795656,Information Technology
FICO,0.0,0.0340179996620181,Information Technology
FIS,0.0,0.0288308539369784,Financials
FISV,0.0,0.0380298104367998,Financials
FITB,0.0,0.0672331150290698,Financials
FIX,0.0,0.076501498450572,Industrials
FLEX,0.0,0.0532005690709995,Information Technology
FOX,0.0,0.0349021834796363,Communication Services
FOXA,0.0,0.0392203311433894,Communication Services
FRT,0.0,0.0138753273332626,Real Estate
FSLR,0.0,0.0302309331029148,Information Technology
FTNT,0.0,0.1505901901269695,Information Technology
FTV,0.0,0.0246578186062206,Industrials
GD,0.0,0.1402119715645261,Industrials
GDDY,0.0,0.017191145939826,Information Technology
GE,0.58,0.4789522168871781,Industrials
GEHC,0.0,0.0452519470708729,Health Care
GEN,0.0,0.0235301399941718,Information Technology
GEV,0.0,0.3388269626010229,Industrials
GILD,0.0,0.2457024953164683,Health Care
GIS,0.0,0.0295422475761512,Consumer Staples
GL,0.0,0.0179666925547089,Financials
GLW,0.0,0.1693036217149136,Information Technology
GM,0.0,0.1062330687951068,Consumer Discretionary
GNRC,0.0,0.0162198300080237,Industrials
GOOG,0.0,5.690911583926758,Communication Services
GOOGL,6.93,5.748218839488568,Communication Services
GPC,0.0,0.0252604091083329,Consumer Discretionary
GPN,0.0,0.0336966512477566,Financials
GRMN,0.0,0.075848386477568,Consumer Discretionary
GS,0.0,0.4074561162952094,Financials
GWW,0.0,0.0840781703639548,Industrials
HAL,0.0,0.0389601405902675,Energy
HAS,0.0,0.0181720943592084,Consumer Discretionary
HBAN,0.0,0.0464906053252149,Financials
HCA,0.0,0.1254920260707129,Health Care
HD,0.0,0.4543438909590327,Consumer Discretionary
HIG,0.0,0.0508360104674609,Financials
HII,0.0,0.0156775759921411,Industrials
HLT,0.0,0.1003156958849795,Consumer Discretionary
HON,0.0,0.0919190871591396,Industrials
HONA,0.0,0.0689945134226461,Industrials
HOOD,0.0,0.1258050556441357,Financials
HPE,0.0,0.0937539668030768,Information Technology
HPQ,0.0,0.0352948836537514,Information Technology
HRL,0.0,0.0179020652833857,Consumer Staples
HSIC,0.0,0.0134707946589718,Health Care
HST,0.0,0.0217555276971621,Real Estate
HSY,0.0,0.0515355453335232,Consumer Staples
HUBB,0.0,0.0333004747495277,Industrials
HUM,0.0,0.0626902314463546,Health Care
HWM,0.0,0.1417901618696039,Industrials
IBKR,0.0,0.2140888204190327,Financials
IBM,0.0,0.2939375460783641,Information Technology
ICE,0.0,0.1235617784389156,Financials
IDXX,0.0,0.0595230319181933,Health Care
IEX,0.0,0.0232637573251463,Industrials
IFF,0.0,0.0295657189864565,Materials
INCY,0.0,0.0350304783687684,Health Care
INTC,0.0,0.6228823673756838,Information Technology
INTU,0.0,0.1366403347743109,Information Technology
INVH,0.0,0.0244344212241488,Real Estate
IP,0.0,0.0293484832989953,Materials
IQV,0.0,0.0578440752285408,Health Care
IR,0.0,0.041910400347181,Industrials
IRM,0.0,0.0487197172702036,Real Estate
ISRG,0.0,0.1807370719630056,Health Care
IT,0.0,0.0172920492202189,Information Technology
ITW,0.0,0.1092035918987043,Industrials
IVZ,0.0,0.019346403282222,Financials
J,0.0,0.0239613922431845,Industrials
JBHT,0.0,0.032958130111979,Industrials
JBL,0.0,0.043142567803834,Information Technology
JCI,0.0,0.1169628690058706,Industrials
JKHY,0.0,0.0163596407393276,Financials
JNJ,1.22,0.8885462752779447,Health Care
JPM,0.0,1.2792810789957456,Financials
KDP,0.0,0.0597412853361826,Consumer Staples
KEY,0.0,0.0315152371245584,Financials
KEYS,0.0,0.0714422327788513,Information Technology
KHC,0.0,0.0411056050419022,Consumer Staples
KIM,0.0,0.0219389238445626,Real Estate
KKR,0.0,0.1338490096796853,Financials
KLAC,1.38,0.3203495559973014,Information Technology
KMB,0.0,0.050017058198667,Consumer Staples
KMI,0.0,0.0932177002507632,Energy
KO,0.0,0.53446769148046,Consumer Staples
KR,0.0,0.0488771723514247,Consumer Staples
KVUE,0.0,0.0503969205871526,Consumer Staples
L,0.0,0.0307662704230069,Financials
LDOS,0.0,0.0234585946442721,Industrials
LEN,0.0,0.0286783824166587,Consumer Discretionary
LH,0.0,0.0371630137708947,Health Care
LHX,0.0,0.0660912158453479,Industrials
LII,0.0,0.0186259745190398,Industrials
LIN,0.0,0.3050422029921354,Materials
LITE,0.0,0.1005575064460089,Information Technology
LLY,3.88,1.501536965657368,Health Care
LMT,0.0,0.1758167873509625,Industrials
LNT,0.0,0.0239560380956234,Utilities
LOW,0.0,0.1642898607663181,Consumer Discretionary
LRCX,1.8,0.5241113541243718,Information Technology
LULU,0.0,0.0188271588261061,Consumer Discretionary
LUV,0.0,0.0268936564225257,Industrials
LVS,0.0,0.0410818791989648,Consumer Discretionary
LYB,0.0,0.0284417407098606,Materials
LYV,0.0,0.0580689051769539,Communication Services
MA,3.05,0.709600574978798,Financials
MAA,0.0,0.0213916171284763,Real Estate
MAR,0.0,0.126838240189104,Consumer Discretionary
MAS,0.0,0.0194941650332769,Industrials
MCD,0.0,0.2604345650783125,Consumer Discretionary
MCHP,0.0,0.0544157061347386,Information Technology
MCK,0.0,0.1375703192312677,Health Care
MCO,0.0,0.1195841224794127,Financials
MDLZ,0.0,0.1115102560161664,Consumer Staples
MDT,0.0,0.160573628805088,Health Care
MET,0.0,0.0825610162348448,Financials
META,4.97,1.9230813044079105,Communication Services
MGM,0.0,0.0150947026362255,Consumer Discretionary
MKC,0.0,0.0204034643938064,Consumer Staples
MLM,0.0,0.0432413651010824,Materials
MMM,0.0,0.1246660934979705,Industrials
MNST,0.0,0.1294158197482426,Consumer Staples
MO,0.0,0.1543850417714987,Consumer Staples
MOS,0.0,0.010302694937096,Materials
MPC,0.0,0.1374745751256037,Energy
MPWR,0.0,0.0852766199657188,Information Technology
MRK,0.0,0.5019406255585919,Health Care
MRNA,0.0,0.0748782348516145,Health Care
MRSH,0.0,0.1254482857825794,Financials
MRVL,3.83,0.2779048388261285,Information Technology
MS,0.0,0.4540329964072613,Financials
MSCI,0.0,0.0560917866294202,Financials
MSFT,10.0,4.886396840405087,Information Technology
MSI,0.0,0.1076096157081519,Information Technology
MTB,0.0,0.0471530096204324,Financials
MTD,0.0,0.0378496417120253,Health Care
MU,7.17,1.3885027687981897,Information Technology
NCLH,0.0,0.0106777203400008,Consumer Discretionary
NDAQ,0.0,0.0745696689115407,Financials
NDSN,0.0,0.0251249707464992,Industrials
NEE,0.82,0.2368976660259591,Utilities
NEM,0.0,0.18759273710864,Materials
NFLX,1.55,0.4498872932254427,Communication Services
NI,0.0,0.0264409765209801,Utilities
NKE,0.0,0.0816337641631103,Consumer Discretionary
NOC,0.0,0.1053731307479784,Industrials
NOW,0.0,0.1787710599529747,Information Technology
NRG,0.0,0.0317302492920614,Utilities
NSC,0.0,0.1070609483305987,Industrials
NTAP,0.0,0.049516080346188,Information Technology
NTRS,0.0,0.046116052835137,Financials
NUE,0.0,0.0749497912638026,Materials
NVDA,10.0,6.818855425401011,Information Technology
NVR,0.0,0.0231369876490204,Consumer Discretionary
NWS,0.0,0.025562113664058,Communication Services
NWSA,0.0,0.0224333998370642,Communication Services
NXPI,0.0,0.0757445337145439,Information Technology
O,0.0,0.0807155333875247,Real Estate
ODFL,0.0,0.056582753110943,Industrials
OKE,0.0,0.0791820347273785,Energy
OMC,0.0,0.0329496425712429,Communication Services
ON,0.0,0.0378148646430269,Information Technology
ORCL,2.86,0.5540908635376816,Information Technology
ORLY,0.0,0.0990590199284885,Consumer Discretionary
OTIS,0.0,0.0371090629906148,Industrials
OXY,0.0,0.0811417301707618,Energy
PANW,0.0,0.3861855482569963,Information Technology
PAYX,0.0,0.0605233504044755,Industrials
PCAR,0.0,0.0923602014382159,Industrials
PCG,0.0,0.0538596048994146,Utilities
PEG,0.0,0.0494897299753398,Utilities
PEP,0.0,0.2668604492592846,Consumer Staples
PFE,0.0,0.2152769101877576,Health Care
PFG,0.0,0.0323498591247993,Financials
PG,0.79,0.460157034988332,Consumer Staples
PGR,0.0,0.1757931140538948,Financials
PH,0.0,0.1726887261989813,Industrials
PHM,0.0,0.0333393725209362,Consumer Discretionary
PKG,0.0,0.0299443175084982,Materials
PLD,0.0,0.1881872244845364,Real Estate
PLTR,0.0,0.5707691659379879,Information Technology
PM,0.0,0.402968853898315,Consumer Staples
PNC,0.0,0.131276352838862,Financials
PNR,0.0,0.0136445818261547,Industrials
PNW,0.0,0.0159914089642553,Utilities
PODD,0.0,0.0136192104678253,Health Care
PPG,0.0,0.0339903798935817,Materials
PPL,0.0,0.0356083225318431,Utilities
PRU,0.0,0.0571495073299475,Financials
PSA,0.0,0.0819500128624427,Real Estate
PSKY,0.0,0.0156807646967578,Communication Services
PSX,0.0,0.1310003929936981,Energy
PTC,0.0,0.0226101738221014,Information Technology
PWR,0.0,0.1252188428599246,Industrials
PYPL,0.0,0.0712524094419199,Financials
Q,0.0,0.0356641124175612,Information Technology
QCOM,0.0,0.2248291076791518,Information Technology
RCL,0.0,0.1058202131316191,Consumer Discretionary
RDDT,0.0,0.0396726542861356,Communication Services
REG,0.0,0.0193615240476095,Real Estate
REGN,0.0,0.1151847389011658,Health Care
RF,0.0,0.0352375478132365,Financials
RJF,0.0,0.0458321004866406,Financials
RL,0.0,0.029835616697605,Consumer Discretionary
RMD,0.0,0.045280095063578,Health Care
ROK,0.0,0.0645659862457427,Industrials
ROL,0.0,0.0242088528679884,Industrials
ROP,0.0,0.0554928024333098,Information Technology
ROST,0.0,0.1046205300847041,Consumer Discretionary
RSG,0.0,0.0922442465317375,Industrials
RTX,0.0,0.380776531745677,Industrials
RVTY,0.0,0.0185340966831539,Health Care
SBAC,0.0,0.0265129339411208,Real Estate
SBUX,0.0,0.1654733043739362,Consumer Discretionary
SCHW,0.0,0.2654017537929569,Financials
SHW,0.0,0.1136632981353204,Materials
SJM,0.0,0.0181667194698566,Consumer Staples
SLB,0.0,0.1082242585734209,Energy
SMCI,0.0,0.0307217834304098,Information Technology
SNA,0.0,0.0275555656803395,Industrials
SNDK,0.0,0.295220970648084,Information Technology
SNPS,0.0,0.1020081706909949,Information Technology
SO,0.0,0.1399634793813337,Utilities
SOLV,0.0,0.020975290672019,Health Care
SPG,0.0,0.1131538797568308,Real Estate
SPGI,1.19,0.1733368435487955,Financials
SRE,0.0,0.0746763259646614,Utilities
STE,0.0,0.031318416890246,Health Care
STLD,0.0,0.04437451401472,Materials
STT,0.0,0.0708219536776683,Financials
STX,0.0,0.2432070421860355,Information Technology
STZ,0.0,0.0317374784974977,Consumer Staples
SW,0.0,0.0344873061829527,Materials
SWK,0.0,0.0200890852212049,Industrials
SWKS,0.0,0.0135856170636803,Information Technology
SYF,0.0,0.0351586515727286,Financials
SYK,0.0,0.1697951634354305,Health Care
SYY,0.0,0.0541915288613382,Consumer Staples
T,0.0,0.2377173815926491,Communication Services
TAP,0.0,0.0108241559992399,Consumer Staples
TDG,0.0,0.0895043002353506,Industrials
TDY,0.0,0.0391366670566029,Information Technology
TECH,0.0,0.015231082675355,Health Care
TEL,0.0,0.0791325918296008,Information Technology
TER,0.0,0.077037305917919,Information Technology
TFC,0.0,0.0838190196659378,Financials
TGT,0.0,0.1041985037841748,Consumer Staples
TJX,0.0,0.2099065895610845,Consumer Discretionary
TKO,0.0,0.04943534223467,Communication Services
TMO,0.0,0.3139287825935466,Health Care
TMUS,0.0,0.2645270807777471,Communication Services
TPL,0.0,0.0347838142287257,Energy
TPR,0.0,0.0355846022200499,Consumer Discretionary
TRGP,0.0,0.0852067284279274,Energy
TRMB,0.0,0.0191038114470779,Information Technology
TROW,0.0,0.0323487833172573,Financials
TRV,0.0,0.1043672258060797,Financials
TSCO,0.0,0.0252733326266971,Consumer Discretionary
TSLA,0.0,1.8610823996096628,Consumer Discretionary
TSN,0.0,0.0274919907091955,Consumer Staples
TT,0.0,0.1345808685523044,Industrials
TTD,0.0,0.0084200199849523,Communication Services
TTWO,0.0,0.0589573728657354,Communication Services
TXN,0.0,0.3193322237115378,Information Technology
TXT,0.0,0.0190744590477288,Industrials
TYL,0.0,0.0196755450786256,Information Technology
UAL,0.0,0.0497767631711415,Industrials
UBER,0.0,0.2186997591996734,Industrials
UDR,0.0,0.0190445189643112,Real Estate
UHS,0.0,0.014039060263122,Health Care
ULTA,0.0,0.0312759764209936,Consumer Discretionary
UNH,1.25,0.4833335910599922,Health Care
UNP,0.0,0.2485777168059358,Industrials
UPS,0.0,0.1180125252981911,Industrials
URI,0.0,0.0910741163881479,Industrials
USB,0.0,0.1313289872068284,Financials
V,4.15,0.964138873993154,Financials
VEEV,0.0,0.0545021081378916,Health Care
VICI,0.0,0.039818372279418,Real Estate
VLO,0.0,0.1345284775546817,Energy
VLTO,0.0,0.0327138886130848,Industrials
VMC,0.0,0.0482840235124185,Materials
VRSK,0.0,0.0333152484356183,Industrials
VRSN,0.0,0.0354973124682569,Information Technology
VRT,2.28,0.1325535935893946,Industrials
VRTX,0.0,0.1874224442417895,Health Care
VST,0.0,0.0614857307728635,Utilities
VTR,0.0,0.0647439563407078,Real Estate
VTRS,0.0,0.0256540495769577,Health Care
VZ,0.0,0.281367224456605,Communication Services
WAB,0.0,0.0678851318355272,Industrials
WAT,0.0,0.054460486277977,Health Care
WBD,0.0,0.0971661407067354,Communication Services
WDAY,0.0,0.0664179737186122,Information Technology
WDC,0.0,0.2119718081730326,Information Technology
WEC,0.0,0.047337296282045,Utilities
WELL,0.0,0.2335402615119182,Real Estate
WFC,0.0,0.3459574260515446,Financials
WM,0.0,0.1222354543149768,Industrials
WMB,0.0,0.1172237952011677,Energy
WMT,2.36,1.1443847914157348,Consumer Staples
WRB,0.0,0.0349404064514555,Financials
WSM,0.0,0.0378059788599103,Consumer Discretionary
WST,0.0,0.0335773444679084,Health Care
WTW,0.0,0.0439883018727218,Financials
WY,0.0,0.023737939549671,Real Estate
WYNN,0.0,0.0138233152190158,Consumer Discretionary
XEL,0.0,0.0652272234695394,Utilities
XOM,1.57,0.9109091779169304,Energy
XYL,0.0,0.0360004087489548,Industrials
XYZ,0.0,0.0660235699520913,Financials
YUM,0.0,0.0579865243156159,Consumer Discretionary
ZBH,0.0,0.0260091960476987,Health Care
ZBRA,0.0,0.0232102296773957,Information Technology
ZTS,0.0,0.0430614508089399,Health Care
